Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Fiji,FJI,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,0.608978732,1.402524826,-0.969269485,3.140742658,7.950934644,2.482876712,-3.598217539,3.291134826,6.494231829,6.831287806,3.359260637,14.72537193,15.99745119,29.64571268,24.31864862,7.911447213,-0.032029767,4.431884635,8.141350318,17.31170448,0.959090001,12.13987289,6.816755345,3.0074963,8.21525469,3.051297782,7.340010366,7.328015616,2.848296483,6.679469369,5.993131638,6.306671978,7.237345038,0.828038046,1.130414564,2.8684423,3.290055995,7.447953427,6.731820944,-4.719873879,3.24539621,3.266447483,7.702779357,2.194008592,6.645185981,3.746758819,3.02445641,2.158118817,1.390695021,4.229784999,9.391340519,3.576513521,3.621296542,12.50540517,2.530899046,2.633326432,1.698457206,1.425718207,2.375151374,-1.752543649
France,FRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,3.27177684,4.896293611,5.526017589,3.993906352,3.001883471,2.971871055,3.041367839,4.399274086,7.395983654,5.424739199,5.900389123,6.80497331,7.859580654,11.83242416,13.75340025,10.74920878,8.775157533,9.279091306,10.31029208,11.68693737,11.69197246,12.09476498,9.650344942,7.067528953,5.453758557,5.055171634,2.455860984,3.193401334,3.285247548,2.657162863,2.54708483,1.967055757,1.623502953,0.924929488,1.124722915,1.358078066,0.87820164,0.950262691,0.203811155,1.553290253,2.008334185,2.067425741,1.859368244,1.62267544,1.936341419,2.155327391,2.556637015,2.36707384,0.066627476,1.069697476,0.947960225,1.161825032,0.778100531,0.576944233,1.138248785,0.522559343,0.521577263,0.992224566,1.278592146,2.524649139
Faroe Islands,FRO,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76845108,4.199246128,4.727504582,4.949650002,5.101371221,3.030566511,3.012221307,2.615031312,2.247767526,1.869604408,0.651203193,2.991246825,-0.784597582,1.07890621,1.108846839,0.094182889,-0.364125356,0.993306113,2.096994672,1.384708939,3.174459935,5.004978286,5.361619614,3.602984573,1.595632434,7.122501016,0.636944649,3.023894237,-5.250358783,4.0478378,7.471082977,9.386340012,0.344986588,2.302688844
Gabon,GAB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,3.278445998,1.380920604,-20.34280717,33.54059317,-3.059107213,4.134426126,6.224734603,6.460875095,4.959124912,-0.420199476,6.504165598,-7.276968613,34.75765401,65.41046803,4.372245191,14.66493519,9.795680031,2.859074084,18.98301603,36.78110197,10.4420667,16.90362925,2.924842116,12.01021711,-1.27605177,-20.80981407,0.993283233,2.615134402,7.728024791,15.35814139,-11.36610253,0.213866959,-0.509480779,46.55144294,1.339115488,13.56267674,0.946536838,-17.78640148,19.19133589,28.0893436,-0.168658932,0.855807814,-0.217120396,7.765278535,20.09447289,9.868137278,4.231361642,20.47895904,-18.0745351,16.56432021,12.68122777,-2.941902704,-6.157924934,-0.851390333,-8.927172453,-4.26975398,3.820302144,7.176657494,1.547485198,-9.160568285
United Kingdom,GBR,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,3.387796497,3.369205326,1.589148036,3.344811516,5.594549205,4.97569613,2.768725433,3.962456617,6.037683294,5.539735031,7.985624504,7.188251784,8.414878573,15.05921258,25.77072799,15.11356725,13.71049417,11.45754695,14.06654141,19.70379464,11.56926282,7.418774864,5.122809575,5.030047496,5.511697885,4.335356066,5.440549075,6.133173207,7.935862285,7.886218047,6.419086485,3.320979249,2.733044259,1.39362358,11.67000945,4.261346107,-0.349045437,1.596606481,1.342306725,1.690837262,1.851017632,2.063440996,2.737123144,2.570058994,3.135897134,2.848357977,2.796515756,3.228559765,1.716219059,1.376207318,2.067332934,1.611883546,2.238800542,1.590368107,0.511374817,1.901106634,1.818766408,1.999034892,2.015103187,5.347677552
Georgia,GEO,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,0.145697195,0.840336568,-0.0113831,3.562277615,-0.256497042,2.724891443,-1.137925627,0.070072847,1.802194757,0.886924612,0.294721352,1.438011588,0.324539623,2.737191772,0.986084508,3.402889272,3.617120312,-2.649449007,0.60106382,-4.708955085,6.569492921,2.337622862,-2.594516784,6.276980287,22.24445244,62.23067323,1310.314566,15444.38425,6041.594949,162.7251235,43.03354319,6.536674639,6.936802101,9.726749601,4.680307819,5.376201818,5.91926355,3.424434317,8.431835821,7.936643622,8.449000226,9.464218013,9.595583262,-2.13601066,14.18923321,8.714229877,0.464401442,1.346232265,4.231954328,5.833119136,2.619318296,8.491046669,4.361109044,5.192391453,7.28127821
Ghana,GHA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,3.470849868,1.940149819,6.745649094,9.934816231,17.00659527,8.152514982,-3.878356607,12.61651724,11.03681686,2.889154492,5.182012574,15.47255936,20.88249212,24.56873375,29.4635237,28.04864973,67.2507824,73.30669458,37.94947817,51.12613501,75.63356578,27.89057907,123.0612136,35.31242434,20.64841499,41.70579552,39.2014969,33.40285419,28.29431108,31.16658673,20.04135924,11.15008287,31.75721237,30.12892697,43.04533058,39.83774281,19.45816759,17.04846525,13.97116505,27.23011384,34.81794407,22.81858472,28.70440721,14.35015113,14.9637184,80.75458064,18.62788854,19.41027109,15.66656862,16.59564473,13.91482218,15.20527874,54.01291176,23.93996048,13.25296456,15.74861961,10.67731058,10.56847993,8.481072981,7.112453723
Gibraltar,GIB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.25999011,21.65363914,22.31557342,17.27918117,25.81867057,26.22021363,0.673757277,1.428001639,5.951338301,1.545968237,1.434126666,3.324640444,4.227675307,6.30012396,1.752426317,0.432772378,15.91069656,16.52158332,27.39084537,100.6077237,13.61887369,16.70513212,1.771028664,16.10262625,8.999283629,11.51596792,4.329354869,2.615907839,2.972278349,5.668953941,10.35650721,7.05908442,9.949845309,12.95968293
"Gambia, The",GMB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,8.549715009,-8.686015136,7.128470907,9.069136626,5.163358354,3.156778672,-1.045508193,20.93722513,13.04858608,11.693191,22.59540178,6.460357403,10.59694338,-0.177584653,1.563526874,14.48741841,2.683092078,9.001606348,39.41911044,40.5167891,18.4980119,9.70614941,13.73657242,11.96453339,134.0358724,1.950030837,5.142322484,3.777396551,3.9632505,8.368569565,-5.969119451,5.411821203,-2.435494364,2.216982613,1.805437652,10.39134459,12.89394118,94.19011414,4.113805283,1.303203998,4.414824902,2.475845868,4.513305353,5.644330861,4.572123504,3.845160214,5.933131381,5.211723107,9.720362427,7.820622749,3.92171862,6.951764038,6.257425756,6.257163264
Guinea-Bissau,GNB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,1.807273667,4.974395468,10.43390321,8.92442637,7.203044705,1.513690398,3.06583725,6.335880268,4.280013938,11.53683579,1.81704012,16.54229537,23.30706729,59.40182072,32.31350513,112.8948154,94.26345721,79.54483906,99.25332232,30.24603769,67.89436694,64.98118949,49.05888536,23.24948076,44.73003822,39.23371349,34.13819483,8.074834534,12.30606626,80.89967647,6.769180782,1.79681441,-5.011825826,-1.38677412,5.80054673,-2.272704288,4.381030369,12.47520655,-2.458157949,2.965353019,14.03157423,-0.850532798,-0.932149491,-0.148257144,12.10198866,6.096399673,5.93859668,5.249994642,-3.417863031,0.10251975
Equatorial Guinea,GNQ,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,14.44282821,40.41800664,24.74977391,25.63717178,52.77478659,-2.923409717,1.518170654,3.976984504,-4.795861342,10.35252684,3.552112542,-15.42370048,-2.693115419,24.52634674,7.680834092,0.821196362,-13.14717367,-31.56591498,39.15762567,64.7350223,-11.97152744,-1.582890271,0.635621902,16.92276351,59.32905067,12.9763712,3.037653859,19.84003893,-20.83023096,24.90653418,17.04510657,4.854782043,-1.072673757,-1.273842647,-20.19275037,-6.285422111,12.74237653,9.513842918,-2.196443465,-9.33214895
Greece,GRC,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,1.09632768,4.690180809,1.110563712,3.405712815,4.078170144,4.921417882,2.169802808,1.477172274,3.181239585,4.148166768,2.975023981,5.046675814,20.91036278,22.78043268,13.12001873,16.43445334,13.75442435,13.78804273,20.15070956,19.23945058,21.61203075,27.21274789,20.61221328,21.91844914,19.02595583,18.88199856,15.25267836,16.67987115,14.49897298,20.69059958,19.78774174,14.79881424,14.42874767,11.18188857,9.7918356,7.635699859,6.553381003,5.103567791,3.622733972,1.592670321,3.474752601,3.348770527,3.453574693,3.062661733,2.240319557,3.495042426,3.422666958,4.344583141,2.56977064,-0.176615534,0.959017981,-0.275142403,-2.045624207,-1.938754621,-0.293730433,-0.578580752,0.285406259,-0.165244042,0.248490586,-0.837548131
Grenada,GRD,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,17.27328638,9.621587986,9.049263262,2.708694525,4.163604317,1.393484721,6.612408239,8.748085141,4.335053865,5.059350464,6.761449217,8.996390742,0.015932113,6.669909624,4.011580531,1.883424817,3.190762918,3.053150632,2.673084511,1.784707222,1.737873068,1.121489332,2.863029772,2.144176943,0.372146666,-0.077072097,2.031148013,2.489741921,4.632587859,2.319443727,7.847729026,-0.009899798,0.479707201,0.224555088,3.926522909,2.922870154,0.773312225,2.760327672,2.644144944,1.526173501,-0.643855628,3.198874036,-0.416734719
Greenland,GRL,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,11.44774412,5.69999347,7.663192641,15.55360954,16.42585394,13.19399072,6.982107251,9.277243015,7.502467668,11.55925069,14.92680568,13.01686954,9.717130374,8.870829715,7.423663028,4.129587128,4.620728111,6.350238441,5.349858986,5.092584964,3.22527511,1.545678166,1.042016454,0.46837432,2.055872291,0.980101192,0.496703675,0.978426733,1.06045632,2.110093215,3.402256828,3.103083667,6.532978067,-0.538444085,-3.229177083,2.238383145,-0.047515342,-2.01334418,5.538635432,2.027604919,2.884045659,3.445331812,1.067372531,0.990273554,8.144380572,3.537782458,3.266499642,0.117577136,1.887641536,
Guatemala,GTM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,-1.080365054,2.585502208,0.805342859,-1.68057498,-1.797049285,-1.002859259,0.387597217,1.871428459,1.696240528,5.001181482,-1.26918869,-1.36345941,14.50077484,15.67927204,13.11609115,11.49530465,16.45286454,5.495959498,8.587189835,10.00488533,8.548108046,4.977954606,6.560975497,4.123700382,18.7797351,41.46259277,7.998534854,11.65529795,10.90889688,40.53125909,32.97505206,8.861384828,14.50435163,11.7222782,8.667818239,8.90000451,8.257339517,9.502435185,5.041557983,6.830114668,-5.610145284,6.469175065,4.471234672,6.023858814,5.668435626,4.981332971,7.115350543,9.407491822,3.600175273,5.137572988,6.894643403,3.377750844,3.358446346,2.860311607,2.23162146,2.707191297,1.747914109,1.189612962,3.680606437,2.645188087
Guam,GUM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.239564699,1.795340742,5.064408234,4.406880732,3.012947335,3.823485196,3.196926684,0.237584678,0.629070251,3.430979133,0.840493089,2.07782277,2.522468165,1.574075771,0.998991461,1.512736188,2.416163795,4.173632179
Guyana,GUY,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,4.293503651,3.750060647,2.774983415,-0.485362841,-1.787191786,1.92134906,4.864406166,6.945376865,1.415833647,3.036120487,2.141618928,9.885673413,6.26943467,37.47215437,14.65814807,-5.77655371,1.679565209,14.78778574,6.562940069,11.77879325,4.340739547,4.302404551,8.91968461,19.2817522,14.5100989,12.29336269,58.71082112,23.64603772,162.5460097,56.44460956,134.5376441,11.30074367,16.9508888,16.57239728,12.35170875,3.930579753,1.443253706,2.970092815,11.21050695,6.586043726,0.321971564,2.618751572,4.718566729,6.775237839,7.632428919,174.8577047,8.211010385,9.715644191,0.895045202,4.333167444,2.270174384,4.620990112,-0.536796094,-2.104954571,3.004190214,0.897726319,2.109123518,-2.887581564,2.961396246,-26.29604987
High income,HIC,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,13.12001873,9.306933537,8.775157533,6.974470559,10.46790894,12.05453899,11.50573949,9.368378131,5.664288659,5.438717243,4.629665864,4.404425612,4.72094924,3.715612028,4.965285147,5.195402427,3.381761553,3.024622499,2.805795279,2.367392637,2.977014144,2.569716753,2.228160307,1.827515095,2.239660251,2.796659723,2.483522966,2.724349395,2.384193289,2.700740157,2.896698914,2.899074419,3.174343787,3.823485196,1.04358317,1.430355746,1.933820705,1.939484174,1.306816611,1.116331719,0.983152206,0.765975376,1.830272796,2.011773449,1.884951067,1.21550873
"Hong Kong SAR, China",HKG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,1.954994392,3.685389188,4.955724087,2.379731607,0.553166402,6.643263362,3.326291084,5.587789484,8.854396632,7.623109818,9.151001545,14.26210179,11.61217248,4.458525958,9.637073539,3.85838711,8.122361981,17.75992946,15.74529351,10.61618973,9.684960733,4.602722136,9.641977887,5.361272399,3.770636329,8.611217182,8.801903811,12.55943596,7.564916877,9.14040392,9.899300691,8.613018979,6.321229487,4.139587028,5.883705957,5.760302461,1.219854235,-4.095671403,-3.39423536,-1.774032205,-3.401843306,-6.007672278,-3.590851086,-0.150081307,-0.534807699,3.137460233,1.281481903,-0.375413295,0.270657446,3.897897005,3.544788958,1.812444029,2.850310899,3.643546297,1.637647522,2.883468189,3.657551022,2.047145111,0.635094957
Honduras,HND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,4.189055068,2.923974806,2.133005408,5.684513241,2.077101925,2.605665472,2.621119967,1.44868121,2.605168305,4.445575283,-2.777540089,3.864523836,5.345805013,14.77894343,6.384800923,8.532189127,12.19947972,75.07387066,8.354854211,11.29245476,3.169328279,7.740048614,3.984818124,3.263915713,1.661483503,2.128677902,2.242502681,9.177510461,11.50369253,25.00868748,26.28367103,3.67417388,10.90861435,21.33880068,23.71396868,18.19357784,16.81160514,10.29899491,7.575727283,7.993446741,8.08434938,5.131939922,5.759740767,6.451983852,7.279164158,5.348663465,6.625507168,7.790513639,7.653732423,4.676043295,7.807205237,3.579787426,1.374030519,6.849356725,6.932770369,3.678068144,4.512842976,1.947216915,4.126697133,4.634186675
Heavily indebted poor countries (HIPC),HPC,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,3.470849868,2.262112811,3.486515412,3.994541439,3.393216978,3.902072864,1.332998867,3.165169051,3.791677551,3.785003646,3.03165699,4.974395468,9.313034023,14.77894343,8.304804542,10.03770758,12.19947972,9.228393702,11.32652279,14.50165303,10.92815029,10.0000184,10.90969385,13.16212389,10.40548806,7.326263986,7.626521578,9.36193041,12.12387636,11.98014174,14.97893643,9.216683017,10.90861435,25.06204274,12.70636909,9.976590036,5.58019783,7.051130173,7.575727283,8.201104251,6.297899862,3.512881723,6.044865954,9.392579442,8.108656681,7.760083176,7.347301335,10.06141505,3.896787594,5.890929842,9.195469561,5.88199585,3.958130348,2.049497565,3.004190214,4.349228941,4.122201459,2.658974525,3.000011819,4.351524553
Croatia,HRV,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.891156372,6.888609739,8.199644001,3.502372409,4.340150032,4.226985279,3.837097236,4.303738148,3.63555355,3.121715671,3.886289566,4.263766563,5.504885369,2.965357516,0.929440948,1.696719118,1.425412457,0.773358483,0.149114122,0.079655559,-0.074922101,1.163654826,2.010366801,1.919309384,-0.129291632
Haiti,HTI,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,2.220624663,-3.607406879,6.625054306,12.15602395,6.300888105,5.04837058,2.212126812,-3.386871217,2.57197701,-16.018326,2.874409622,1.543641612,19.78758546,14.50431399,19.17836805,18.96025898,3.883896695,-3.141579089,3.125090559,19.26319741,10.04785875,3.33095824,9.1430928,11.5269242,9.973758954,15.93459843,-10.97594666,27.42762156,7.820709648,11.99575008,14.61025881,20.90816596,18.33664246,56.70789179,15.9633774,9.976590036,12.72699151,14.15741763,7.031402531,91.38066381,13.24832987,7.597537078,15.0211285,24.32355634,13.42100792,9.332012012,9.154107191,9.74189301,11.04517596,7.393823467,4.320730613,8.207793791,8.077148842,3.338825699,3.950430657,15.15999718,14.00537303,7.278760516,17.55061276,20.5805876
Hungary,HUN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.50917965,21.27845509,19.49106054,26.73278894,21.93028475,20.26079157,13.76724325,8.120264214,9.583481885,11.04656027,8.091510595,5.443980683,5.094782207,2.629277545,3.663522667,5.44232774,4.805293106,4.200027076,2.533695914,1.933820705,2.893200601,2.818841517,3.697461127,2.776554175,1.320878951,4.029336507,4.846481988,4.765536616,5.915595688
IBRD only,IBD,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,2.863982502,2.977228502,2.290766518,3.333369938,4.352969049,5.433838646,6.853160883,14.75834601,23.74288032,10.18627487,10.98586141,12.35596933,9.286758003,15.64522521,19.40354621,10.15071465,7.803425578,8.494781544,9.9304548,7.805392231,6.789400453,9.399947966,10.11703403,10.91602707,15.90291126,24.27477802,15.45819272,16.287812,16.31139668,11.42728592,10.24765733,8.197386218,7.707722758,5.949639848,8.17838316,5.376201818,5.007866114,6.005495677,7.961710977,6.810520733,8.424969221,7.029884399,10.38504156,3.624070096,6.945331928,6.566295249,4.826528961,3.226747679,2.840175915,2.129048244,2.63616762,4.232681975,3.818323569,2.440600408,2.236261441
IDA & IBRD total,IBT,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,3.661066805,2.329682163,3.05681315,3.575816852,4.074015891,4.223662157,6.336935513,13.22796897,20.33469237,11.7221938,10.43400247,11.25586081,9.228393702,13.00468583,14.69183657,10.06259916,8.199144949,8.520307743,9.942079939,8.199524596,6.569492921,8.842020422,9.177510461,8.602465134,11.91161958,14.18103888,11.15008287,11.60542914,17.01641479,11.08031877,9.029609107,7.004068045,6.950190782,6.486591946,7.277430207,5.618862266,4.052756909,5.539337447,7.330611674,7.107019204,7.834019661,7.107540769,9.501537542,3.54916092,6.094291518,8.068219821,5.203260459,3.576696347,2.967999032,2.835086218,2.644144944,4.122201459,3.398105023,2.85603412,2.645188087
IDA total,IDA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,1.593054684,3.013917156,3.140742658,3.025485411,4.475411048,1.299668268,3.291134826,4.838560996,3.708353022,3.377475325,5.227698039,10.43390321,15.43908606,11.93375313,9.927094453,10.50666589,9.228393702,10.92663398,12.89697439,9.894690312,9.133650034,8.703720244,9.942079939,8.21525469,5.565441435,7.483265972,7.85467684,7.820709648,7.975698814,9.864575634,7.283283165,8.676001946,17.1913029,9.897975858,8.678996661,5.441979339,6.144066117,7.110272736,6.325902485,5.870140753,3.512881723,5.16817324,6.830430484,7.23526641,7.362936965,7.187025161,9.014938698,2.547231808,5.749321046,8.755483679,5.916633378,3.627152996,3.754984115,3.754860514,2.812129514,3.742047209,3.052062592,3.217122903,3.404472156
IDA blend,IDB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,3.646461287,0.469617819,-0.969269485,3.848615284,2.704143296,4.60065831,5.516052309,3.291134826,4.937539645,5.651362949,3.440124686,7.132566431,15.30147354,16.04927221,11.93375313,11.5024599,10.50666589,4.431884635,12.85276675,12.74093493,8.800193826,6.659547609,6.816755345,7.438292912,4.534942787,4.483514132,6.962385149,5.933616077,4.721158578,4.058960469,6.832382258,4.199228561,4.958527769,6.567780415,4.230536785,3.41510608,4.127286838,2.875555167,6.297053562,2.197296365,3.24539621,2.712950297,5.224517304,3.792006514,5.136601077,4.63977092,6.740117133,7.255757647,1.764666309,4.408181248,8.833168224,3.926522909,3.621296542,2.014212634,2.760327672,2.160992696,2.437607639,2.459286095,3.198874036,0.549999976
Indonesia,IDN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,13.93601551,178.8667404,145.8410863,114.7311593,228.8189408,-98.70383134,164.7218407,122.9728065,21.35320193,14.25307188,2.724737105,16.11983903,36.87847951,47.31049663,12.46805837,14.4567946,13.01236266,12.06489856,31.18718861,29.14549977,10.15071465,7.9505039,18.61270035,10.42182968,6.191363691,2.253771484,16.00381571,7.629109333,9.485029636,9.093949698,8.767038886,7.288856258,19.15257826,7.776572803,9.882045131,8.676509755,12.5713763,75.27116877,14.16119599,20.44745685,14.29571544,5.896051693,5.487429138,8.550727032,14.33178708,14.08742442,11.25857853,18.14975125,8.274752432,15.26429366,7.465943034,3.753878753,4.965990291,5.443174549,3.98024266,2.438924087,4.292678122,3.818323569,1.598798134,-0.456130066
IDA only,IDX,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,3.335450159,4.351453916,2.940001401,3.101916564,4.523128371,9.873468617,15.17989798,11.99380589,9.549602085,10.52528786,9.635491312,10.2876534,13.91266523,10.42818305,9.220783648,9.04678191,10.91260667,9.736712437,7.260251667,11.01204465,9.751102402,7.976124849,11.85870577,12.27042531,8.565973958,10.3824129,23.24948076,11.08421036,9.791701462,6.37394208,7.001078041,7.315669856,6.968119947,6.742151312,3.913862668,5.111829176,7.015164078,7.501710131,7.652254305,7.321247318,9.715644191,4.035303862,6.02587342,8.677799133,6.181036177,3.633009451,4.265206616,4.189427029,3.475254586,4.122201459,3.102955543,3.235371769,3.565433886
Isle of Man,IMN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,5.322116095,2.17153666,5.370775921,4.437186116,7.478872721,9.049359762,6.890452426,3.742455502,2.156366863,2.541387603,2.920032066,2.569716753,2.644228611,2.38711477,2.293968395,3.304676425,3.941794104,2.483085328,3.166823149,5.448867017,2.896698914,3.561261637,11.62309608,37.7329037,6.965883006,5.206787843,4.85475953,-3.683564832,1.535802758,-0.522248662,-0.627110746,2.236778594,2.161122582,1.299980009,1.80002116,
India,IND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,2.14542765,4.40561673,8.353623886,8.551676966,8.300369406,13.27070656,8.616204711,2.415383587,3.34336434,1.562243485,5.32484105,10.8396027,17.82971565,16.66751573,-1.64868155,5.981859342,5.637229339,2.460282317,15.72804321,11.50832081,10.82758198,8.095863097,8.552859607,7.923232845,7.193785446,6.789400453,9.327893305,8.232515365,8.436808873,10.66830385,13.75181894,8.96515236,9.861782853,9.980044775,9.06270222,7.575018288,6.476271263,8.010167523,3.068395521,3.644970161,3.215616017,3.715683777,3.867798086,5.725413227,5.621903263,8.400938217,6.944418254,9.193969626,7.040365435,10.52603086,8.733580144,7.934386248,6.186504001,3.331756917,2.279588108,3.237974951,3.969257934,3.737251671,3.566001422,4.611673928
Not classified,INX,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,10.53919432,13.38511561,15.27258274,6.087615657,20.13334653,21.02292502,13.26859889,10.52644554,13.67606095,14.70479645,17.44254848,15.18215505,10.70887842,6.379271579,5.186330344,6.549696204,2.197409326,3.24631109,5.521767797,-0.729184702,1.801394629,2.81222174,5.175752606,1.694530682,3.033996222,2.298349271,3.93571607,6.561523167,4.383129597,6.878962193,6.861042945,5.190016071,3.916021715,0.517470764,3.076691479,3.427140188,1.202956584,-0.501891551,-4.619886711,-2.975073593,1.496868576,2.284052686,0.9422247,-0.056811643,7.700188121,0.705182878,0.925858589,0.711919255,4.2247889,-1.212120401
"Iran, Islamic Rep.",IRN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,-5.401526594,-2.363148391,-2.098854732,-0.053802414,-1.727600426,-1.500088918,-0.317471228,-0.58194172,-2.846585958,1.37676266,9.346503811,9.17309944,32.2513346,57.22769774,15.63604468,15.98319965,23.48456891,12.29019516,29.44406524,45.89401172,25.56946989,4.154155653,18.08040133,19.78596056,3.779460259,12.77995792,20.59216722,19.28247619,17.27581191,22.53482447,25.97395513,29.88926516,46.18849279,33.62664339,38.09523398,30.24620672,16.50758988,9.280681928,33.10169815,24.97250817,16.55671993,29.22627632,13.06075635,24.65175893,20.1661916,14.58259303,22.93906135,19.42198087,4.598516917,15.88262597,23.74297537,24.01610944,35.56745056,10.83811325,0.429237409,1.607192439,12.24917751,32.89860856,36.91008284,39.0059417
Iraq,IRQ,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,0.574769647,4.352969049,10.65003501,-3.382098594,8.754114818,88.33255339,3.884391842,12.58586382,9.650426643,2.326948585,31.66700925,13.20175182,-27.52258952,8.334220383,14.19169471,17.02935007,1.689048392,-6.73151836,9.894159359,10.43125,8.401589275,73.64539104,111.1264182,104.5007667,114.4676717,396.4380174,295.3676671,-12.54413745,91.49879784,-15.86076554,71.14804492,24.61243674,-19.14673103,8.161700612,13.85858341,17.31221134,35.85785085,23.04474397,14.44237645,30.17540867,-19.52120051,16.58674075,24.68943742,2.669769383,-0.011597878,-2.843171326,-30.19965394,-11.10417092,14.65035979,18.2039921,-2.475749688,-15.17395562
